edad,genero,region,dispositivo,categoria_preferida,nivel_membresia,frecuencia_visitas_mes,tiempo_promedio_sesion_min,paginas_vistas_sesion,items_en_carrito,uso_cupon,dias_desde_ultima_compra,numero_compras_previas,tiene_app,calificacion_promedio_dada,monto_compra_promedio
58,Femenino,Oeste,Desktop,Libros,Bronce,6,2.0,9,1,0,6.0,5,1,4.9,176.22
53,Masculino,Este,Mobile,Ropa,Oro,4,18.7,10,5,0,8.0,3,1,4.8,336.6
44,Masculino,Este,Mobile,Electronica,Plata,10,1.0,16,2,0,17.0,4,1,2.8,230.21
34,Masculino,Norte,Mobile,Electronica,Plata,10,2.6,22,8,0,76.0,3,1,3.4,276.73
26,Femenino,Oeste,Desktop,Ropa,Plata,5,12.8,4,5,1,34.0,9,1,3.4,226.95
50,Masculino,Sur,Mobile,Electronica,Bronce,7,,5,3,0,147.0,2,1,2.8,241.64
37,Femenino,Oeste,Desktop,Electronica,Plata,8,3.5,14,3,0,70.0,7,0,2.7,180.35
30,Masculino,Este,Mobile,Deportes,Bronce,4,4.8,13,2,1,82.0,5,0,3.5,155.06
45,Masculino,Este,Mobile,Ropa,Bronce,7,9.2,22,2,0,118.0,6,1,5.0,207.35
65,Otro,Este,Mobile,Ropa,Platino,12,2.9,10,2,0,165.0,5,1,3.9,285.23
46,Femenino,Este,Mobile,Libros,Plata,8,20.0,26,6,1,38.0,11,1,4.1,371.5
30,Masculino,Este,Desktop,Electronica,Oro,6,,15,0,1,143.0,3,0,3.7,194.33
63,Femenino,Oeste,Mobile,Libros,Plata,5,1.9,20,1,0,102.0,3,1,4.2,209.06
52,Femenino,Este,Tablet,Ropa,Bronce,8,7.5,8,3,0,40.0,5,0,4.9,181.65
23,Femenino,Centro,Mobile,Deportes,Plata,9,17.9,17,6,0,137.0,5,1,4.0,294.33
35,Masculino,Centro,Mobile,Hogar,Oro,4,4.9,23,3,0,53.0,3,1,,284.79
68,Femenino,Norte,Mobile,Deportes,Bronce,9,12.0,21,4,0,118.0,6,0,3.7,243.28
22,Femenino,Sur,Desktop,Libros,Oro,6,1.0,6,1,0,66.0,5,0,5.0,212.55
64,Femenino,Centro,Desktop,Ropa,Plata,11,11.3,11,4,0,80.0,6,0,3.5,262.61
42,Masculino,Norte,Mobile,Libros,Bronce,9,2.0,19,2,1,52.0,2,1,4.0,177.22
19,Masculino,Oeste,Tablet,Ropa,Plata,8,21.3,12,5,0,129.0,5,1,2.8,250.66
27,Masculino,Sur,Mobile,Ropa,Bronce,8,,8,3,0,158.0,6,1,2.9,185.04
47,Femenino,Este,Desktop,Ropa,Bronce,7,,15,2,0,124.0,2,1,4.7,193.93
67,Masculino,Este,Desktop,Ropa,Oro,7,22.1,21,5,0,112.0,8,1,3.3,368.25
62,Femenino,Oeste,Desktop,Electronica,Oro,7,1.0,19,1,1,1.0,5,1,3.3,259.99
22,Femenino,Sur,Tablet,Hogar,Oro,7,6.1,12,3,1,167.0,5,1,3.5,253.87
50,Masculino,Centro,Desktop,Ropa,Oro,12,5.5,23,1,1,16.0,12,0,4.9,306.74
18,Femenino,Sur,Tablet,Deportes,Platino,11,4.0,28,4,1,145.0,4,1,2.7,291.73
35,Masculino,Norte,Mobile,Deportes,Platino,7,29.1,13,2,0,112.0,7,1,4.5,284.85
49,Femenino,Oeste,Mobile,Ropa,Bronce,4,16.7,19,3,1,112.0,5,0,,183.29
64,Masculino,Centro,Desktop,Ropa,Plata,14,1.0,27,3,0,102.0,3,1,4.6,310.61
66,Femenino,Sur,Desktop,Ropa,Bronce,10,15.1,3,2,0,82.0,8,1,5.0,261.38
28,Femenino,Sur,Mobile,Electronica,Plata,11,9.0,24,4,1,150.0,3,0,3.4,257.25
38,Femenino,Centro,Mobile,Electronica,Platino,5,27.7,2,1,1,99.0,3,0,2.8,232.95
43,Femenino,Norte,Desktop,Ropa,Bronce,13,4.5,24,3,1,159.0,6,1,2.9,225.02
42,Femenino,Norte,Tablet,Ropa,Plata,8,10.2,11,3,1,40.0,4,1,4.4,233.68
39,Femenino,Sur,Mobile,Libros,Plata,5,8.3,22,2,1,155.0,7,1,2.9,194.62
44,Femenino,Este,Mobile,Hogar,Bronce,7,8.1,2,5,0,36.0,5,1,3.2,255.38
66,Femenino,Centro,Mobile,Ropa,Bronce,8,7.3,7,4,1,125.0,4,0,3.0,205.84
30,Masculino,Norte,Mobile,Hogar,Plata,10,2.8,8,2,0,4.0,3,0,3.4,184.73
50,Femenino,Norte,Desktop,Electronica,Bronce,5,16.9,18,6,1,118.0,3,0,2.7,230.46
51,Femenino,Norte,Tablet,Ropa,Plata,5,7.2,10,5,1,25.0,6,1,4.6,290.7
58,Femenino,Oeste,Mobile,Hogar,Plata,4,38.2,8,1,0,95.0,4,1,4.7,219.39
52,Masculino,Este,Desktop,Ropa,Plata,5,3.6,18,2,1,78.0,3,0,3.5,209.53
18,Femenino,Norte,Desktop,Ropa,Bronce,12,13.8,4,1,0,158.0,7,1,4.0,140.82
38,Masculino,Este,Mobile,Libros,Plata,2,33.9,17,2,1,175.0,2,1,4.1,137.35
65,Femenino,Sur,Desktop,Deportes,Bronce,7,13.1,6,4,0,12.0,7,0,4.4,248.12
23,Masculino,Sur,Desktop,Hogar,Oro,9,24.6,21,3,0,27.0,3,1,3.8,318.27
45,Femenino,Oeste,Desktop,Hogar,Bronce,9,21.1,19,3,0,173.0,6,1,3.8,228.04
34,Otro,Este,Mobile,Hogar,Oro,7,5.4,2,6,0,63.0,5,0,4.1,339.96
22,Masculino,Centro,Desktop,Electronica,Oro,10,11.0,5,1,0,55.0,4,1,4.3,250.27
48,Otro,Oeste,Mobile,Ropa,Oro,8,2.0,24,2,0,158.0,3,0,3.4,237.58
22,Masculino,Norte,Mobile,Electronica,Bronce,10,9.2,12,7,0,82.0,4,0,3.3,242.28
55,Femenino,Sur,Mobile,Ropa,Bronce,10,3.1,21,0,0,14.0,6,0,3.2,202.49
20,Femenino,Sur,Mobile,Ropa,Plata,3,16.3,10,2,0,56.0,6,1,3.9,243.0
40,Femenino,Centro,Mobile,Electronica,Bronce,4,9.0,9,2,0,147.0,3,1,3.4,164.23
54,Femenino,Oeste,Mobile,Libros,Platino,7,6.4,9,6,1,86.0,3,1,3.9,325.46
54,Femenino,Este,Desktop,Libros,Bronce,7,3.8,6,2,0,26.0,4,1,3.5,190.36
27,Masculino,Sur,Desktop,Hogar,Platino,8,79.7,13,3,0,92.0,7,1,4.6,355.03
27,Masculino,Norte,Mobile,Ropa,Oro,4,1.0,2,4,0,166.0,5,1,2.7,192.47
36,Femenino,Centro,Mobile,Deportes,Bronce,9,1.0,16,3,0,36.0,6,1,3.9,242.27
34,Femenino,Centro,Desktop,Electronica,Plata,13,2.9,26,3,1,146.0,4,1,3.9,231.76
38,Femenino,Centro,Mobile,Deportes,Bronce,8,42.5,19,2,0,78.0,2,0,3.5,231.79
31,Femenino,Norte,Mobile,Electronica,Bronce,9,46.5,7,0,0,112.0,4,1,3.6,192.69
26,Masculino,Centro,Desktop,Deportes,Bronce,10,12.8,11,2,0,23.0,6,1,4.5,240.52
63,Femenino,Este,Mobile,Ropa,Platino,5,25.5,15,6,1,119.0,6,1,3.2,328.38
18,Masculino,Este,Mobile,Deportes,Plata,6,2.9,22,4,1,116.0,7,0,4.7,220.9
68,Femenino,Oeste,Mobile,Libros,Plata,5,42.9,27,4,0,142.0,6,1,4.7,317.26
62,Masculino,Oeste,Mobile,Electronica,Bronce,10,1.8,9,3,0,22.0,2,1,4.1,195.2
30,Masculino,Este,Tablet,Ropa,Plata,7,1.3,28,4,0,28.0,6,0,4.4,270.53
21,Masculino,Norte,Mobile,Libros,Bronce,9,1.4,4,1,1,43.0,5,0,4.0,172.99
18,Masculino,Oeste,Mobile,Ropa,Bronce,11,10.2,23,3,0,76.0,3,0,3.8,170.38
66,Femenino,Centro,Desktop,Deportes,Bronce,7,18.2,23,1,0,18.0,6,1,4.9,276.22
57,Masculino,Este,Mobile,Hogar,Plata,8,5.5,27,3,0,100.0,6,1,3.2,303.14
49,Masculino,Sur,Mobile,Ropa,Plata,9,45.7,20,0,0,,11,0,2.9,329.84
51,Masculino,Norte,Desktop,Ropa,Bronce,9,6.8,13,3,0,109.0,5,1,3.2,205.94
45,Masculino,Norte,Desktop,Electronica,Platino,5,2.0,13,0,0,36.0,7,0,4.0,246.8
48,Masculino,Este,Mobile,Deportes,Bronce,10,7.5,16,4,0,125.0,5,1,3.0,203.23
25,Masculino,Sur,Mobile,Ropa,Plata,8,13.6,29,1,0,7.0,4,1,4.8,302.73
56,Femenino,Norte,Desktop,Ropa,Bronce,11,21.4,8,2,0,23.0,1,1,3.5,212.39
43,Femenino,Oeste,Mobile,Ropa,Bronce,8,7.4,28,3,0,162.0,7,0,4.6,209.92
51,Femenino,Sur,Mobile,Hogar,Platino,5,10.8,5,2,1,117.0,5,1,3.1,206.94
20,Masculino,Centro,Mobile,Deportes,Oro,9,3.7,22,7,1,114.0,4,1,3.3,317.34
67,Masculino,Oeste,Mobile,Libros,Plata,9,12.5,10,5,1,96.0,6,1,2.6,305.26
29,Femenino,Sur,Mobile,Ropa,Oro,9,51.2,23,1,1,,1,1,3.1,323.98
18,Femenino,Este,Mobile,Deportes,Oro,5,1.0,17,1,0,70.0,3,1,3.7,179.97
61,Masculino,Norte,Desktop,Deportes,Plata,10,26.1,27,3,0,175.0,5,0,4.9,294.8
22,Masculino,Oeste,Mobile,Hogar,Oro,10,9.9,14,3,0,53.0,8,1,3.5,254.26
47,Masculino,Este,Mobile,Libros,Bronce,9,3.5,5,3,0,84.0,5,1,4.1,208.55
47,Masculino,Sur,Mobile,Electronica,Plata,8,37.2,25,4,0,106.0,2,1,3.6,308.57
34,Masculino,Centro,Desktop,Electronica,Oro,8,7.9,10,2,0,41.0,11,1,2.6,296.63
65,Femenino,Norte,Mobile,Deportes,Bronce,10,4.8,27,2,0,160.0,8,1,3.8,261.13
64,Femenino,Norte,Mobile,Ropa,Oro,10,2.4,22,4,1,128.0,3,1,2.7,284.48
40,Femenino,Oeste,Mobile,Deportes,Bronce,3,3.4,19,1,0,142.0,7,0,4.7,109.92
32,Femenino,Este,Mobile,Deportes,Oro,14,21.5,16,3,1,88.0,5,1,4.4,314.88
54,Femenino,Sur,Tablet,Electronica,Bronce,11,11.4,16,5,0,103.0,3,0,3.4,239.42
38,Femenino,Sur,Desktop,Deportes,Bronce,8,29.3,7,4,0,107.0,10,1,4.1,236.39
31,Femenino,Este,Mobile,Ropa,Bronce,8,3.2,12,5,0,17.0,6,1,2.8,207.31
19,Masculino,Norte,Desktop,Ropa,Oro,8,1.5,29,3,0,25.0,7,0,4.3,333.0
28,Masculino,Este,Mobile,Hogar,Bronce,9,1.0,9,1,0,64.0,2,1,4.6,198.68
68,Masculino,Sur,Mobile,Libros,Plata,12,8.5,22,6,0,86.0,4,1,4.6,355.45
56,Femenino,Este,Mobile,Electronica,Plata,13,76.6,18,6,0,119.0,8,1,3.2,389.61
55,Femenino,Norte,Desktop,Ropa,Bronce,11,14.2,25,5,0,176.0,6,0,3.2,186.82
51,Masculino,Oeste,Mobile,Hogar,Platino,7,4.4,26,3,0,35.0,4,1,3.8,364.2
55,Femenino,Norte,Mobile,Hogar,Bronce,7,25.1,18,4,0,37.0,7,1,4.9,306.69
67,Masculino,Centro,Mobile,Hogar,Plata,5,18.3,25,2,1,55.0,5,0,4.8,252.69
51,Femenino,Centro,Mobile,Electronica,Plata,6,,27,2,0,145.0,5,1,3.4,265.12
35,Masculino,Este,Desktop,Ropa,Bronce,3,20.4,29,1,1,,4,0,4.4,182.38
47,Masculino,Norte,Desktop,Ropa,Bronce,9,4.3,19,3,0,129.0,7,0,4.8,219.46
32,Femenino,Norte,Desktop,Deportes,Oro,13,1.9,5,3,0,53.0,7,1,3.2,281.86
44,Masculino,Sur,Desktop,Ropa,Platino,7,3.1,16,4,0,73.0,5,0,4.6,308.29
68,Masculino,Oeste,Tablet,Electronica,Bronce,7,7.6,3,6,0,113.0,2,1,3.2,244.12
51,Masculino,Norte,Mobile,Libros,Bronce,11,6.6,3,4,1,13.0,5,1,3.4,210.38
69,Femenino,Este,Mobile,Electronica,Platino,6,4.1,11,4,1,47.0,1,1,3.0,312.17
55,Femenino,Sur,Mobile,Libros,Bronce,9,2.3,4,5,1,160.0,3,0,3.8,142.75
50,Masculino,Sur,Mobile,Hogar,Plata,13,17.2,9,2,1,28.0,11,1,4.6,330.65
41,Femenino,Este,Mobile,Deportes,Plata,11,55.4,21,5,0,53.0,4,0,3.8,354.18
32,Femenino,Este,Mobile,Ropa,Bronce,11,18.0,8,1,1,31.0,6,1,2.8,183.19
47,Masculino,Norte,Mobile,Electronica,Plata,8,4.2,13,2,0,8.0,5,0,3.1,238.25
59,Masculino,Norte,Mobile,Hogar,Platino,12,3.4,27,5,1,72.0,11,1,3.9,378.34
68,Masculino,Sur,Tablet,Deportes,Plata,12,2.9,20,2,0,124.0,5,1,4.0,306.78
34,Masculino,Sur,Mobile,Hogar,Oro,15,1.8,27,4,0,98.0,7,1,3.9,376.03
22,Femenino,Oeste,Mobile,Electronica,Plata,4,9.6,29,4,0,87.0,6,0,2.7,260.93
46,Masculino,Sur,Desktop,Deportes,Plata,6,11.2,16,4,0,74.0,6,1,4.4,316.96
21,Femenino,Este,Mobile,Deportes,Bronce,5,14.7,15,4,0,101.0,7,1,4.8,228.93
27,Femenino,Este,Mobile,Hogar,Oro,8,13.7,17,1,1,25.0,6,1,3.8,284.63
34,Masculino,Oeste,Mobile,Deportes,Bronce,10,4.1,28,4,0,115.0,5,0,4.3,261.24
27,Femenino,Centro,Desktop,Deportes,Bronce,7,4.8,15,3,0,33.0,2,0,4.8,190.82
34,Masculino,Centro,Desktop,Hogar,Platino,7,13.7,4,4,0,135.0,3,0,4.1,259.42
37,Femenino,Este,Desktop,Electronica,Oro,3,5.2,19,1,1,97.0,2,0,4.2,215.58
41,Femenino,Centro,Mobile,Ropa,Platino,10,2.9,29,2,0,112.0,4,0,4.3,315.34
22,Femenino,Centro,Mobile,Electronica,Bronce,9,5.6,23,1,1,174.0,6,1,3.2,140.73
51,Femenino,Oeste,Mobile,Ropa,Oro,8,3.8,7,2,1,96.0,2,0,4.0,151.89
23,Masculino,Sur,Tablet,Ropa,Plata,9,1.1,18,4,1,5.0,6,1,4.6,264.33
19,Femenino,Sur,Desktop,Electronica,Platino,7,,24,3,0,121.0,6,1,3.2,263.54
30,Femenino,Centro,Mobile,Ropa,Platino,7,,29,5,0,110.0,7,1,4.7,351.32
60,Femenino,Norte,Desktop,Electronica,Platino,10,3.0,15,3,1,17.0,5,1,4.1,313.64
60,Femenino,Oeste,Mobile,Deportes,Platino,6,1.0,15,4,1,76.0,2,0,3.6,263.18
65,Femenino,Centro,Tablet,Libros,Bronce,6,16.1,21,2,1,52.0,2,0,4.1,227.73
28,Masculino,Norte,Desktop,Electronica,Oro,8,2.9,14,5,0,140.0,7,1,3.5,304.82
68,Masculino,Norte,Mobile,Libros,Bronce,11,6.0,28,2,0,62.0,3,0,4.6,260.72
64,Femenino,Oeste,Desktop,Ropa,Oro,8,1.0,29,2,0,163.0,8,0,3.7,293.81
40,Masculino,Sur,Mobile,Ropa,Platino,11,3.1,4,2,1,21.0,3,1,4.8,298.82
33,Femenino,Este,Mobile,Electronica,Bronce,8,18.9,14,2,1,85.0,3,0,3.8,108.66
48,Femenino,Norte,Desktop,Ropa,Plata,10,19.6,25,5,0,21.0,6,1,4.2,348.87
28,Masculino,Este,Mobile,Deportes,Oro,6,2.8,3,3,0,143.0,6,1,5.0,182.95
33,Masculino,Este,Mobile,Hogar,Bronce,8,4.9,10,2,0,151.0,4,1,2.9,174.21
25,Femenino,Oeste,Desktop,Electronica,Bronce,7,1.7,14,6,1,128.0,5,1,4.3,154.81
21,Masculino,Sur,Desktop,Electronica,Bronce,7,1.0,9,0,0,159.0,7,0,2.8,103.79
57,Femenino,Oeste,Mobile,Ropa,Bronce,3,58.2,17,1,0,54.0,5,1,4.6,284.93
21,Masculino,Norte,Mobile,Ropa,Plata,11,12.8,25,6,0,26.0,5,0,4.0,279.42
42,Femenino,Sur,Desktop,Electronica,Plata,7,9.4,4,7,0,53.0,5,1,4.8,316.02
20,Masculino,Centro,Mobile,Ropa,Bronce,6,17.4,14,5,1,66.0,4,0,4.7,215.25
49,Femenino,Sur,Desktop,Deportes,Platino,11,22.0,5,5,1,167.0,6,1,2.7,319.02
20,Masculino,Oeste,Mobile,Libros,Plata,2,19.7,19,3,1,7.0,2,1,2.8,243.99
44,Femenino,Oeste,Mobile,Ropa,Plata,7,1.0,3,3,1,167.0,4,0,4.0,146.82
46,Masculino,Este,Mobile,Libros,Bronce,9,2.5,21,2,0,32.0,5,0,3.8,223.0
49,Femenino,Centro,Mobile,Ropa,Plata,8,12.8,23,2,1,154.0,7,0,2.9,217.61
67,Femenino,Sur,Desktop,Ropa,Bronce,12,5.7,22,1,1,,3,1,2.8,214.53
68,Masculino,Centro,Mobile,Electronica,Oro,6,48.5,16,1,1,157.0,9,0,3.9,268.7
36,Masculino,Este,Mobile,Hogar,Plata,13,13.1,18,2,0,153.0,2,1,2.6,195.06
38,Masculino,Centro,Desktop,Libros,Bronce,11,37.6,11,4,1,,3,1,4.7,219.9
22,Femenino,Centro,Mobile,Hogar,Platino,12,2.7,2,5,1,2.0,6,1,4.5,310.94
35,Femenino,Sur,Mobile,Ropa,Plata,4,23.9,7,2,0,175.0,5,1,4.5,182.76
45,Femenino,Centro,Mobile,Hogar,Bronce,14,4.7,4,3,0,75.0,7,0,2.5,227.44
59,Masculino,Este,Mobile,Electronica,Platino,4,54.8,20,3,1,29.0,2,0,2.6,311.95
39,Masculino,Norte,Mobile,Deportes,Plata,12,2.1,8,4,1,127.0,8,1,3.9,237.83
38,Femenino,Norte,Mobile,Ropa,Oro,5,8.7,14,8,0,49.0,7,1,5.0,383.3
23,Femenino,Oeste,Mobile,Ropa,Plata,6,18.9,14,4,0,32.0,2,0,3.4,257.21
18,Otro,Norte,Desktop,Hogar,Bronce,12,6.8,18,4,0,158.0,6,0,3.4,225.57
22,Masculino,Sur,Mobile,Hogar,Platino,9,7.6,2,2,0,15.0,3,0,2.8,234.45
58,Femenino,Oeste,Desktop,Electronica,Plata,10,51.5,15,3,1,62.0,4,0,4.2,314.21
29,Masculino,Norte,Desktop,Hogar,Bronce,9,6.6,27,2,0,78.0,5,0,4.1,183.65
43,Masculino,Norte,Mobile,Electronica,Platino,8,11.1,4,0,0,17.0,4,1,2.8,263.72
63,Femenino,Oeste,Mobile,Hogar,Plata,11,1.0,15,3,1,22.0,6,1,3.7,275.46
51,Femenino,Sur,Mobile,Deportes,Oro,7,22.2,25,2,0,158.0,5,0,4.2,257.64
66,Otro,Oeste,Mobile,Deportes,Oro,10,12.5,2,3,1,81.0,6,1,3.7,269.95
31,Masculino,Sur,Tablet,Hogar,Bronce,7,6.2,17,1,0,144.0,3,0,4.2,131.71
43,Masculino,Sur,Desktop,Ropa,Bronce,16,1.0,11,3,1,8.0,4,1,4.5,218.14
62,Femenino,Este,Desktop,Electronica,Bronce,7,10.7,14,0,1,167.0,3,1,4.2,175.75
44,Femenino,Norte,Desktop,Deportes,Oro,12,1.0,5,2,0,31.0,4,1,4.0,266.54
26,Masculino,Norte,Mobile,Ropa,Bronce,5,1.0,10,3,1,12.0,4,0,4.6,172.94
43,Masculino,Centro,Mobile,Ropa,Bronce,7,11.5,15,3,1,,5,0,4.8,214.39
64,Masculino,Oeste,Mobile,Ropa,Bronce,11,2.5,5,0,1,12.0,4,1,3.5,190.97
39,Femenino,Este,Desktop,Electronica,Bronce,8,2.6,11,5,0,25.0,6,0,2.9,230.64
64,Masculino,Norte,Desktop,Hogar,Plata,11,12.7,9,2,0,166.0,5,0,4.5,214.5
47,Masculino,Centro,Mobile,Electronica,Platino,6,1.0,24,5,0,,7,0,3.0,375.36
60,Masculino,Este,Mobile,Hogar,Bronce,9,,4,3,0,83.0,5,1,4.8,239.52
65,Masculino,Sur,Mobile,Ropa,Plata,7,1.9,24,3,0,55.0,5,0,2.6,262.24
34,Masculino,Norte,Desktop,Electronica,Oro,5,10.4,8,3,0,131.0,6,1,4.8,239.7
43,Femenino,Oeste,Tablet,Ropa,Plata,8,13.0,11,2,1,125.0,3,1,4.0,202.03
53,Masculino,Este,Mobile,Electronica,Platino,4,15.3,4,5,0,69.0,7,0,4.4,326.0
18,Femenino,Centro,Mobile,Ropa,Plata,4,3.5,3,2,1,163.0,6,1,3.5,180.7
25,Masculino,Oeste,Mobile,Hogar,Bronce,4,1.1,16,2,1,51.0,7,0,5.0,133.19
66,Femenino,Sur,Mobile,Electronica,Platino,12,1.0,10,2,0,27.0,7,1,3.1,355.39
52,Femenino,Oeste,Desktop,Deportes,Plata,6,6.7,16,3,0,165.0,5,1,3.2,255.81
69,Femenino,Centro,Mobile,Electronica,Bronce,9,35.0,18,2,1,144.0,5,1,2.6,198.83
32,Femenino,Sur,Desktop,Electronica,Bronce,8,2.9,8,2,0,25.0,5,1,4.9,202.05
64,Masculino,Centro,Mobile,Hogar,Platino,4,3.6,21,2,0,33.0,7,0,3.6,288.51
39,Masculino,Norte,Mobile,Ropa,Oro,10,1.3,19,1,1,,3,1,4.2,259.42
31,Femenino,Centro,Mobile,Electronica,Plata,13,11.2,16,3,0,145.0,6,1,4.2,247.28
43,Otro,Oeste,Desktop,Ropa,Oro,7,13.7,19,0,1,171.0,6,0,4.7,204.29
45,Femenino,Norte,Desktop,Ropa,Plata,6,12.4,25,1,1,30.0,3,0,4.2,214.1
40,Femenino,Norte,Mobile,Deportes,Bronce,11,23.7,24,6,0,41.0,8,0,3.9,330.14
31,Femenino,Este,Mobile,Ropa,Oro,6,8.0,13,1,1,117.0,7,0,,212.03
41,Masculino,Oeste,Mobile,Deportes,Oro,8,1.7,24,5,0,4.0,3,1,,340.91
19,Masculino,Oeste,Mobile,Deportes,Plata,6,4.1,22,2,1,66.0,4,0,3.0,191.34
62,Femenino,Sur,Desktop,Ropa,Bronce,13,13.0,27,5,1,60.0,2,1,2.8,299.01
43,Femenino,Centro,Mobile,Libros,Bronce,7,11.4,9,3,0,137.0,4,0,2.7,160.43
31,Masculino,Centro,Mobile,Ropa,Oro,5,9.1,3,0,0,31.0,3,0,3.4,232.94
68,Femenino,Oeste,Desktop,Libros,Oro,8,13.8,3,1,0,89.0,5,0,3.7,210.39
24,Masculino,Centro,Mobile,Electronica,Plata,5,12.2,6,3,0,100.0,6,0,4.0,153.19
20,Femenino,Oeste,Mobile,Hogar,Oro,12,25.6,2,0,1,119.0,6,1,4.9,178.3
64,Masculino,Norte,Mobile,Ropa,Oro,11,10.6,23,1,0,69.0,4,1,3.3,252.23
40,Masculino,Centro,Desktop,Ropa,Oro,11,18.1,5,0,0,152.0,4,0,4.4,223.45
63,Femenino,Centro,Desktop,Hogar,Bronce,8,3.4,7,4,0,24.0,5,1,3.8,262.56
60,Masculino,Oeste,Mobile,Hogar,Bronce,5,13.6,24,1,0,173.0,8,1,,241.61
64,Femenino,Oeste,Desktop,Electronica,Plata,9,27.9,14,0,1,165.0,5,1,4.0,195.76
62,Femenino,Sur,Mobile,Electronica,Bronce,12,5.8,20,2,0,23.0,8,1,4.9,304.8
35,Femenino,Centro,Desktop,Hogar,Oro,14,18.1,12,4,1,163.0,2,1,2.8,261.24
55,Masculino,Este,Tablet,Hogar,Platino,4,15.5,14,4,1,63.0,7,1,3.8,333.36
